VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
2305250001,e_e000902,8,월미도,2023-05-25,2023-05-25,,인천 중구 북성동1가 산 1,126.5992311,37.4717376,,,POI01000TR005169V,월미도,60.0,1,Y,4.0,,4.0,3.0,3.0,
2305260001,e_e000902,10,영종도,2023-05-26,2023-05-26,,인천 중구 운남동,126.531476,37.5028287,,,POI01000TR027132V,영종도,60.0,1,Y,1.0,,4.0,4.0,3.0,
2306050003,e_e000906,3,장화리 낙조마을,2023-06-05,2023-06-05,,인천 강화군 화도면 장화리 433-4,126.3805117,37.6230346,,,POI01000TR020205V,장화리낙조마을,120.0,1,N,6.0,5.0,5.0,5.0,5.0,
2306060001,e_e000906,5,도레도레 강화점,2023-06-06,2023-06-06,인천 강화군 화도면 해안남로1844번길 19,인천 강화군 화도면 흥왕리 20-10,126.4250035,37.606853,,,POI0100000096T6NX,도레도레카페,120.0,4,N,2.0,,5.0,5.0,5.0,
2306060002,e_e000906,6,현대 프리미엄 아울렛 김포점,2023-06-06,2023-06-06,경기 김포시 고촌읍 아라육로152번길 100,경기 김포시 고촌읍 전호리 654,126.7855783,37.5993284,,,POI01000TR004195V,현대프리미엄아울렛 김포점,120.0,4,N,5.0,,5.0,4.0,5.0,
2305260004,e_e000907,5,행주산성,2023-05-26,2023-05-26,경기 고양시 덕양구 행주로15번길 89,경기 고양시 덕양구 행주내동 65-3,126.8287096,37.5961013,,,POI01000TR032086V,행주산성,30.0,2,N,5.0,,4.0,3.0,4.0,4128112500.0
2305280003,e_e000907,13,캔모아 금촌점,2023-05-28,2023-05-28,문화로 87-1 2층,,,,,,,,60.0,4,N,1.0,,4.0,4.0,4.0,4148010100.0
2305260003,e_e000910,3,사패산,2023-05-26,2023-05-26,,경기 양주시 장흥면 울대리 산 52-1,127.0103502,37.7223418,,,POI010000000109KQ,사패산,150.0,7,N,6.0,,1.0,3.0,3.0,
2305260007,e_e000910,7,섹시한 떡볶이 꼬마김밥 의정부점,2023-05-26,2023-05-26,경기 의정부시 시민로121번길 44,경기 의정부시 의정부동 178-1,127.0496656,37.7401918,,,POI02001TR016192V,섹시한떡볶이꼬마김밥 의정부점,0.0,4,N,9.0,,4.0,4.0,5.0,
2305260008,e_e000910,8,신세계백화점 의정부점,2023-05-26,2023-05-26,경기 의정부시 평화로 525,경기 의정부시 의정부동 168-54,127.0463089,37.7372136,,,POI01000000BG1BHG,신세계백화점 의정부점,0.0,4,Y,4.0,,3.0,3.0,3.0,
2305260009,e_e000910,9,스타벅스 의정부공원점,2023-05-26,2023-05-26,경기 의정부시 평화로 540,경기 의정부시 의정부동 196-12,127.0476098,37.7400881,,,POI01000000C7SYW1,스타벅스 의정부공원점,0.0,4,Y,6.0,,3.0,3.0,3.0,
2306030002,e_e000914,2,SETEC,2023-06-03,2023-06-03,서울 강남구 남부순환로 3104,서울 강남구 대치동 514,127.072197,37.4959007,,,POI010000006M2PS7,SETEC,150.0,8,N,1.0,,4.0,4.0,4.0,
2305280004,e_e000917,4,롯데월드타워 롯데월드몰,2023-05-28,2023-05-28,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.1040795,37.5136519,,,POI01000TR025722V,디라이프 스타일키친 잠실 롯데월드몰점,270.0,4,N,1.0,,5.0,5.0,5.0,
2305280006,e_e000917,6,노량진 수산물 도매시장,2023-05-28,2023-05-28,서울 동작구 노들로 674,서울 동작구 노량진동 334,126.9380033,37.5148041,,,POI01000TR042028V,노량진수산물도매시장,30.0,4,N,1.0,,1.0,5.0,5.0,
2305290002,e_e000917,9,코엑스,2023-05-29,2023-05-29,서울 강남구 영동대로 513,서울 강남구 삼성동 159,127.0588278,37.5126614,,,POI01000TR006388V,코엑스,60.0,3,Y,1.0,,5.0,4.0,4.0,
2305290003,e_e000917,10,현대백화점 무역센터점,2023-05-29,2023-05-29,서울 강남구 테헤란로 517,서울 강남구 삼성동 159-7,127.0597748,37.5086514,,,POI01000TR008297V,현대백화점 무역센터점,90.0,4,N,1.0,,5.0,5.0,5.0,
2305290004,e_e000917,11,잠실한강공원,2023-05-29,2023-05-29,,서울 송파구 잠실동 1-1,127.0823578,37.5177993,,,POI01000TR005858V,잠실한강공원,150.0,1,Y,4.0,,5.0,5.0,5.0,
2305290005,e_e000917,12,남산공원 N서울타워,2023-05-29,2023-05-29,서울 용산구 남산공원길 105,서울 용산구 용산동2가 산 1-3,126.9882306,37.551305,,,POI01000TR010780V,남산공원 N서울타워,120.0,1,Y,1.0,,5.0,5.0,5.0,
2305240004,e_e000919,3,백학 자유로 리조트,2023-05-24,2023-05-24,경기 연천군 백학면 노아로491번길 283,경기 연천군 백학면 구미리 321,126.9488059,38.0082233,,,POI01000TR029616V,백학자유로리조트,300.0,1,N,5.0,,2.0,2.0,1.0,
2305250004,e_e000930,8,BC카드 본사,2023-05-25,2023-05-25,서울 중구 을지로 170,서울 중구 을지로4가 323,126.9970175,37.5662206,,,POI02001TR000188V,BC카드 본사,150.0,4,Y,10.0,,3.0,3.0,3.0,
2305250007,e_e000930,11,청계천,2023-05-25,2023-05-25,,서울 종로구 서린동 148,126.9786471,37.569147,,,POI01000TR031869V,청계천,90.0,7,N,2.0,,3.0,1.0,2.0,
2305250008,e_e000930,12,텅,2023-05-25,2023-05-25,서울 종로구 율곡로 82,서울 종로구 운니동 98-20,126.9881609,37.5771888,,,POI02001TR030016V,텅,150.0,4,N,2.0,,4.0,3.0,4.0,
2305260002,e_e000930,15,열린 송현 녹지 광장,2023-05-26,2023-05-26,,서울 종로구 송현동 48-9,126.9817151,37.5765681,,,POI01000TR007360V,열린송현녹지광장,30.0,7,N,9.0,,4.0,3.0,3.0,
2306030005,e_e000932,4,산정호수 둘레길,2023-06-03,2023-06-03,,경기 포천시 영북면 산정리,127.3196927,38.0676931,,,POI01000TR010878V,산정호수둘레길,60.0,7,N,1.0,,5.0,5.0,5.0,
2305270003,e_e000935,3,국립수목원,2023-05-27,2023-05-27,경기 포천시 소흘읍 광릉수목원로 415,경기 포천시 소흘읍 직동리 산 50-18,127.166094,37.7552503,,,POI010000006C3PNT,국립수목원,180.0,7,N,1.0,,5.0,5.0,5.0,
2305270006,e_e000935,5,이마트 별내점,2023-05-27,2023-05-27,경기 남양주시 순화궁로 167,경기 남양주시 별내동 989,127.1260051,37.6428439,,,POI01000TR020483V,이마트 별내점,60.0,4,Y,7.0,,5.0,5.0,5.0,
2305280001,e_e000935,7,서울 생활사 박물관,2023-05-28,2023-05-28,서울 노원구 동일로174길 27,서울 노원구 공릉동 622,127.077015,37.6197018,,,POI01000000B1XJNB,서울생활사박물관,150.0,3,N,10.0,,5.0,5.0,5.0,
2305280004,e_e000935,10,국립민속박물관 어린이 박물관,2023-05-28,2023-05-28,서울 종로구 사직로 161,서울 종로구 세종로 1-1,126.9794688,37.5816863,,,POI01000000BFX9ZR,국립민속박물관,120.0,3,N,10.0,,5.0,5.0,5.0,
2305280005,e_e000935,12,서울공예 박물관 어린이 박물관,2023-05-28,2023-05-28,서울 종로구 율곡로3길 4,서울 종로구 안국동 175-112,126.9828957,37.5769043,,,POI01000TR025574V,서울공예박물관 어린이박물관,90.0,3,N,10.0,,5.0,5.0,5.0,
2305280006,e_e000935,11,행복한 베이커리 카페,2023-05-28,2023-05-28,율곡로3길 4 아트리움동,,,,,,,,30.0,3,N,9.0,,5.0,5.0,5.0,1111014100.0
2305290001,e_e000935,16,한국잡월드 어린이체험관,2023-05-29,2023-05-29,경기 성남시 분당구 분당수서로 501,경기 성남시 분당구 정자동 4-6,127.1062985,37.3785078,,,POI02001TR031913V,한국잡월드 어린이체험관,330.0,3,N,10.0,,5.0,5.0,5.0,
2306010003,e_e000936,2,송도센트럴파크,2023-06-01,2023-06-01,,인천 연수구 송도동 24-5,126.6386297,37.393064,,,POI01000TR005508V,송도센트럴파크,60.0,7,N,1.0,,5.0,5.0,5.0,
2306010007,e_e000936,6,샤롯데 당구클럽,2023-06-01,2023-06-01,인천 연수구 인천타워대로132번길 30,인천 연수구 송도동 8-3,126.6435452,37.3859662,,,POI01000000CM13OM,샤롯데당구클럽,60.0,3,N,6.0,,4.0,4.0,4.0,
2306010008,e_e000936,7,송도센트럴파크,2023-06-01,2023-06-01,,인천 연수구 송도동 24-5,126.6386297,37.393064,,,POI01000TR005508V,송도센트럴파크,30.0,7,Y,1.0,,5.0,5.0,5.0,
2306030004,e_e000942,4,임진각 관광지 바람의 언덕,2023-06-03,2023-06-03,,경기 파주시 문산읍 마정리 1355,126.7432566,37.8928292,,,POI01000TR032225V,임진각관광지 바람의언덕,90.0,1,N,1.0,,5.0,5.0,5.0,
2306040001,e_e000942,6,가드너스,2023-06-04,2023-06-04,경기 파주시 탄현면 헤이리마을길 59-52,경기 파주시 탄현면 법흥리 1652-116,126.6961725,37.7896429,,,POI01000000E06O37,가드너스,90.0,4,N,5.0,,5.0,5.0,5.0,
2305260006,e_e000946,6,현대백화점 판교점,2023-05-26,2023-05-26,경기 성남시 분당구 판교역로146번길 20,경기 성남시 분당구 백현동 541,127.1120475,37.3927972,,,POI01000TR035276V,현대백화점 판교점,90.0,4,N,5.0,,4.0,4.0,4.0,
2305270008,e_e000946,19,더 현대 서울,2023-05-27,2023-05-27,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9284461,37.5258721,,,POI01000TR013273V,더현대서울,180.0,4,Y,4.0,,4.0,4.0,4.0,
2305280005,e_e000946,24,서울 선릉과 정릉,2023-05-28,2023-05-28,서울 강남구 선릉로100길 1,서울 강남구 삼성동 131,127.0489285,37.5091105,,,POI01000000BYGWEV,서울선릉정릉,0.0,2,N,1.0,,5.0,4.0,4.0,
2306070004,e_e000947,3,비둘기낭폭포,2023-06-07,2023-06-07,,경기 포천시 영북면 대회산리 415-2,127.2169203,38.0797766,,,POI01000TR030533V,비둘기낭폭포,30.0,1,N,1.0,,5.0,4.0,5.0,
2306070005,e_e000947,4,한탄강 하늘다리,2023-06-07,2023-06-07,,경기 포천시 영북면 대회산리 377,127.2191422,38.0841392,,,POI01000TR036897V,한탄강하늘다리,60.0,1,N,1.0,,4.0,3.0,4.0,
2306070007,e_e000947,6,산정호수,2023-06-07,2023-06-07,,경기 포천시 영북면 산정리 243-1,127.3210272,38.0716319,,,POI01000TR016953V,산정호수,90.0,7,N,1.0,,4.0,2.0,4.0,
2306080002,e_e000947,9,국립수목원,2023-06-08,2023-06-08,경기 포천시 소흘읍 광릉수목원로 415,경기 포천시 소흘읍 직동리 산 50-18,127.166094,37.7552503,,,POI010000006C3PNT,국립수목원,120.0,1,N,1.0,,4.0,5.0,5.0,
2305290003,e_e000949,2,스타필드 코엑스몰,2023-05-29,2023-05-29,서울 강남구 영동대로 513,서울 강남구 삼성동 159-9,127.0597769,37.5113184,,,POI01000TR017326V,스타필드 코엑스몰,60.0,4,N,1.0,,4.0,4.0,4.0,
2305290004,e_e000949,3,코엑스 아쿠아리움,2023-05-29,2023-05-29,서울 강남구 영동대로 513,서울 강남구 삼성동 159,127.0587084,37.5133012,,,POI01000TR022493V,코엑스 아쿠아리움,180.0,3,N,10.0,,4.0,4.0,4.0,
2306040002,e_e000950,4,두물머리,2023-06-04,2023-06-04,,경기 양평군 양서면 양수리,127.3158298,37.5328128,,,POI01000TR033672V,두물머리,90.0,1,Y,4.0,,5.0,5.0,4.0,
2306080003,e_e000951,3,광교,2023-06-08,2023-06-08,,서울 중구 남대문로1가,126.9827764,37.5688809,,,POI01000000BW323B,광교,30.0,1,Y,1.0,,4.0,4.0,4.0,
2306080007,e_e000951,7,동대문디자인플라자,2023-06-08,2023-06-08,서울 중구 을지로 281,서울 중구 을지로7가 2-1,127.009911,37.5671843,,,POI010000006LNT25,델리커리 동대문점,30.0,3,Y,1.0,,3.0,3.0,3.0,
2306080008,e_e000951,8,서울숲,2023-06-08,2023-06-08,,서울 성동구 성수동1가 678-1,127.0376178,37.5443222,,,POI01000TR041669V,서울숲,60.0,1,N,2.0,,5.0,5.0,5.0,
2306090001,e_e000951,11,응봉산,2023-06-09,2023-06-09,,서울 성동구 응봉동,127.0298342,37.5482528,,,POI01000TR002585V,응봉산,60.0,7,N,2.0,,5.0,5.0,5.0,
2306090003,e_e000951,13,서대문형무소 역사관,2023-06-09,2023-06-09,서울 서대문구 통일로 251,서울 서대문구 현저동 101,126.9563153,37.5745035,,,POI01000TR013767V,서대문형무소역사관,90.0,2,N,11.0,,5.0,5.0,5.0,
2306090005,e_e000951,15,망원시장,2023-06-09,2023-06-09,,서울 마포구 망원동 403-6,126.9064647,37.555305,,,POI01000TR040381V,망원시장,60.0,4,Y,4.0,,5.0,5.0,5.0,
2306090007,e_e000951,17,반포 한강공원,2023-06-09,2023-06-09,서울 서초구 신반포로11길 40,서울 서초구 반포2동 115-5,126.9946298,37.5097008,,,POI01000TR019585V,반포한강공원,180.0,1,N,5.0,,5.0,5.0,5.0,
2306100002,e_e000951,19,에버랜드,2023-06-10,2023-06-10,경기 용인시 처인구 포곡읍 에버랜드로 199,경기 용인시 처인구 포곡읍 전대리 310,127.2021983,37.2931011,,,POI01000TR005828V,BHC치킨 에버랜드점,360.0,6,Y,1.0,,5.0,5.0,5.0,
2305270004,e_e000955,4,CGV 왕십리,2023-05-27,2023-05-27,서울 성동구 왕십리광장로 17,서울 성동구 행당동 168-151,127.0379502,37.5617835,,,POI01000000CLNZET,CGV왕십리1관,180.0,3,N,6.0,,5.0,5.0,5.0,
2305270005,e_e000955,5,더풋샵 왕십리 민자 역사점,2023-05-27,2023-05-27,서울 성동구 왕십리광장로 17,서울 성동구 행당동 168-151,127.038396,37.5614409,,,POI02001TR007234V,더풋샵 왕십리민자역사점,90.0,4,N,6.0,,5.0,5.0,5.0,
2305240004,e_e000956,3,소마미술관,2023-05-24,2023-05-24,서울 송파구 위례성대로 51,서울 송파구 방이동 88-21,127.1180062,37.516886,,,POI01000000BG0BB9,레드캡렌터카 제주지점,90.0,3,N,10.0,,4.0,4.0,4.0,
2305240006,e_e000956,5,뮤지엄 29,2023-05-24,2023-05-24,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.106188,37.5137861,,,POI01000TR001234V,뮤지엄209,60.0,3,N,11.0,,5.0,4.0,4.0,
2306040004,e_e000959,3,오동근린공원,2023-06-04,2023-06-04,서울 성북구 화랑로13가길 100,서울 성북구 하월곡동 산 2-1,127.0419681,37.6099744,,,POI01000000DY2OPM,월곡제1공원(오동근린공원),30.0,1,Y,6.0,,4.0,4.0,4.0,
2306040005,e_e000959,4,오동 숲속 도서관,2023-06-04,2023-06-04,서울 성북구 화랑로13가길 110-10,서울 성북구 하월곡동 산 2-41,127.0409534,37.6101568,,,POI010000006L515Y,오동근린공원,30.0,3,N,10.0,,4.0,4.0,4.0,
2306040006,e_e000959,5,오동근린공원,2023-06-04,2023-06-04,서울 성북구 화랑로13가길 100,서울 성북구 하월곡동 산 2-1,127.0419681,37.6099744,,,POI01000000DY2OPM,월곡제1공원(오동근린공원),30.0,1,Y,6.0,,4.0,4.0,4.0,
2306050001,e_e000959,8,롤 퀸 롤러장,2023-06-05,2023-06-05,서울 성북구 동소문로20나길 47,서울 성북구 동선동1가 121-6,127.0192435,37.5930543,,,POI02001TR009080V,롤퀸롤러장,120.0,5,N,2.0,,4.0,4.0,4.0,
2306050002,e_e000959,9,유타몰,2023-06-05,2023-06-05,서울 성북구 동소문로 106,서울 성북구 동선동1가 1-2,127.0171158,37.5925915,,,POI01000000E4UZ6D,(주)유타몰,30.0,3,N,7.0,,3.0,3.0,3.0,
2306050003,e_e000959,10,현대백화점 미아점,2023-06-05,2023-06-05,서울 성북구 동소문로 315,서울 성북구 길음동 20-1,127.0287483,37.6084827,,,POI01000TR009531V,현대백화점 미아점,60.0,4,Y,6.0,,4.0,4.0,4.0,
2306050004,e_e000959,11,현대백화점 미아점 하늘공원,2023-06-05,2023-06-05,서울 성북구 동소문로 315,,,,,,,,30.0,7,Y,4.0,,4.0,4.0,4.0,1129013400.0
2306060002,e_e000959,14,다이소 홈플러스 월곡점,2023-06-06,2023-06-06,서울 성북구 화랑로 76,서울 성북구 하월곡동 46-73,127.0405549,37.6019921,,,POI02001TR006188V,다이소 홈플러스월곡점,30.0,4,Y,8.0,,3.0,4.0,4.0,
2306060003,e_e000959,15,정릉천,2023-06-06,2023-06-06,,서울 성북구 종암동,127.0407468,37.5967051,,,POI02001TR025519V,정릉천,60.0,7,Y,4.0,,4.0,4.0,4.0,
2306060004,e_e000959,16,영휘원,2023-06-06,2023-06-06,서울 동대문구 홍릉로 90,서울 동대문구 청량리동 205,127.0440447,37.5898113,,,POI01000000ASBPFD,영휘원(숭인원포함),60.0,2,N,10.0,,4.0,4.0,4.0,
2305260002,e_e000961,2,현대 프리미엄 아울렛 송도점,2023-05-26,2023-05-26,인천 연수구 송도국제대로 123,인천 연수구 송도동 168-1,126.6579049,37.3817378,,,POI01000TR036658V,현대프리미엄아울렛 송도점,90.0,4,Y,7.0,,5.0,5.0,5.0,
2305260003,e_e000961,3,코스트코 송도점,2023-05-26,2023-05-26,인천 연수구 컨벤시아대로230번길 60,인천 연수구 송도동 98,126.6330696,37.3899491,,,POI01000000B5L7EI,COSTCO,60.0,4,N,9.0,,5.0,4.0,4.0,
2305270001,e_e000961,6,선녀바위 공영주차장,2023-05-27,2023-05-27,,인천 중구 을왕동 678-129,126.3787838,37.4407197,,,POI02001TR015553V,선녀바위 공영주차장,90.0,1,N,1.0,,5.0,4.0,4.0,
2305290001,e_e000961,16,롯데마트 검단점,2023-05-29,2023-05-29,인천 서구 원당대로 581,인천 서구 마전동 1031-1,126.6644924,37.5945684,,,POI01000000E681AZ,롯데마트검단점,30.0,4,N,6.0,,3.0,3.0,3.0,
2305290002,e_e000961,17,이마트 검단점,2023-05-29,2023-05-29,인천 서구 서곶로 754,인천 서구 당하동 1065-2,126.6772488,37.5857184,,,POI01000TR020788V,이마트 검단점,30.0,4,Y,6.0,,4.0,3.0,3.0,
2305290003,e_e000961,18,올리브영 검단 신도시점,2023-05-29,2023-05-29,인천 서구 완정로 14,인천 서구 마전동 1002-14,126.6724971,37.594754,,,POI02001TR022146V,올리브영 검단신도시점,30.0,4,N,9.0,,4.0,4.0,3.0,
2305290004,e_e000961,19,보광당,2023-05-29,2023-05-29,인천 서구 완정로 19,인천 서구 마전동 1016-7,126.6718785,37.5948252,,,POI02001TR012563V,보광당,30.0,4,N,9.0,,3.0,3.0,2.0,
2306030003,e_e000962,2,롯데몰 김포공항점,2023-06-03,2023-06-03,서울 강서구 하늘길 지하 77,서울 강서구 방화동 886,126.8031482,37.5633662,,,POI01000TR013745V,롯데몰 김포공항점,150.0,4,Y,7.0,,4.0,4.0,4.0,
2305270003,e_e000964,2,양재천 자전거길,2023-05-27,2023-05-27,,경기 과천시 주암동 736,127.0355607,37.4731255,,,POI02001TR020117V,양재천자전거길,30.0,7,Y,11.0,,5.0,5.0,5.0,
2305290002,e_e000964,7,한스 과천점,2023-05-29,2023-05-29,경기 과천시 새빛로 14,경기 과천시 문원동 228,126.9998147,37.424613,,,POI02001TR032134V,한스 과천점,30.0,4,N,2.0,,5.0,5.0,5.0,
2306090003,e_e000966,3,프로방스 마을,2023-06-09,2023-06-09,경기 파주시 탄현면 새오리로 77,경기 파주시 탄현면 성동리 82-1,126.6852386,37.7904052,,,POI01000TR011161V,프로방스마을,30.0,4,Y,4.0,,3.0,3.0,2.0,
2306090004,e_e000966,4,헤이리 예술마을,2023-06-09,2023-06-09,,경기 파주시 탄현면 법흥리 1652-239,126.6989531,37.7881743,,,POI01000TR012564V,헤이리예술마을,30.0,3,Y,4.0,,4.0,4.0,4.0,
2305270005,e_e000967,5,송해 온,2023-05-27,2023-05-27,인천 연수구 인천타워대로197번길 16,인천 연수구 송도동 96,126.6353282,37.3889992,,,POI01000TR032664V,송해온,270.0,6,N,1.0,,4.0,3.0,4.0,
2305270006,e_e000967,6,인천종합어시장,2023-05-27,2023-05-27,인천 중구 연안부두로33번길 37,인천 중구 항동7가 27-69,126.6065583,37.4541277,,,POI01000000BXUFAN,인천종합어시장,60.0,4,N,8.0,,5.0,5.0,5.0,
2305280002,e_e000967,9,포레스트아웃팅스 송도점,2023-05-28,2023-05-28,인천 연수구 청량로 145,인천 연수구 옥련동 522-15,126.652362,37.4201545,,,POI01000TR014981V,포레스트아웃팅스 송도점,90.0,4,N,1.0,,4.0,3.0,4.0,
2305290001,e_e000967,11,봉대산 황톳길,2023-05-29,2023-05-29,,인천 연수구 동춘동 259-8,126.6607809,37.4090181,,,POI02001TR012863V,봉재산 황톳길,90.0,7,N,5.0,,5.0,5.0,5.0,
2305280003,e_e000969,2,회암사지,2023-05-28,2023-05-28,,경기 양주시 회암동 산 14-3,127.10585,37.8457734,,,POI0100000068SOD3,양주회암사지,30.0,2,N,1.0,,5.0,5.0,5.0,
2305280004,e_e000969,3,회암사지 박물관,2023-05-28,2023-05-28,경기 양주시 회암사길 11,경기 양주시 율정동 299-1,127.1029474,37.8411082,,,POI01000000B1OWD5,회암사지박물관,30.0,2,N,1.0,,5.0,5.0,5.0,
2306050006,e_e000973,5,자라섬 꽃 테마공원,2023-06-05,2023-06-05,,경기 가평군 가평읍 달전리 30,127.5282574,37.816005,,,POI01000TR033299V,자라섬 꽃테마공원,120.0,1,N,3.0,,5.0,5.0,5.0,
2306060002,e_e000973,7,메인 22,2023-06-06,2023-06-06,경기 가평군 청평면 대성강변길 24,경기 가평군 청평면 대성리 392-62,127.3803077,37.6812203,,,POI01000TR000567V,메인22,90.0,7,N,9.0,,5.0,5.0,5.0,
2305310006,e_e000976,5,수원 프리미엄 아울렛,2023-05-31,2023-05-31,경기 용인시 기흥구 중부대로 64,경기 용인시 기흥구 영덕동 517-1,127.075829,37.2669049,,,POI02001TR017478V,수원프리미엄아울렛,0.0,4,N,9.0,,3.0,3.0,3.0,
2305310007,e_e000976,6,다래 식당,2023-05-31,2023-05-31,경기 수원시 권선구 세권로195번길 28-3,경기 수원시 권선구 권선동 1046-13,127.0263145,37.2566184,,,POI01000000EVWLUG,다래식당,0.0,4,N,3.0,,2.0,3.0,3.0,
2305310008,e_e000976,7,유치 회관,2023-05-31,2023-05-31,경기 수원시 팔달구 효원로292번길 67,경기 수원시 팔달구 인계동 1132-4,127.0321861,37.2587686,,,POI010000006N6LDT,유치회관,30.0,4,N,3.0,,5.0,5.0,5.0,
2305310011,e_e000976,10,홈플러스 영통점,2023-05-31,2023-05-31,경기 수원시 영통구 봉영로 1576,경기 수원시 영통구 영통동 994-2,127.0728158,37.2520865,,,POI01000TR021842V,홈플러스 영통점,60.0,4,N,5.0,,5.0,5.0,5.0,
2305310012,e_e000976,12,깡 가락국수,2023-05-31,2023-05-31,경기 수원시 영통구 청명남로28번길 2,경기 수원시 영통구 영통동 1009-1,127.0754195,37.2519317,,,POI02001TR004987V,깡우동,30.0,4,N,5.0,,5.0,5.0,5.0,
2305310013,e_e000976,11,영통 상가거리,2023-05-31,2023-05-31,상가거리,,,,,,,,120.0,4,N,1.0,,4.0,4.0,4.0,4111710500.0
2305310014,e_e000976,13,롯데월드타워 롯데월드몰,2023-05-31,2023-05-31,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.1040795,37.5136519,,,POI01000TR025722V,디라이프 스타일키친 잠실 롯데월드몰점,30.0,4,Y,11.0,,5.0,5.0,5.0,
2306100003,e_e000983,2,국립현대미술관 과천관,2023-06-10,2023-06-10,경기 과천시 광명로 313,경기 과천시 막계동 산 48-3,127.0200799,37.4312897,,,POI01000000AM0SH1,고려대학교 서울캠퍼스,30.0,3,Y,4.0,,5.0,4.0,4.0,
2306100004,e_e000983,3,서울대공원 어린이 동물원,2023-06-10,2023-06-10,경기 과천시 대공원광장로 102,경기 과천시 막계동 623,127.0146245,37.4289082,,,POI010000006MV9A2,서울대공원 어린이동물원,60.0,6,Y,1.0,,5.0,4.0,4.0,
2306100005,e_e000983,4,렛츠 런 파크 서울,2023-06-10,2023-06-10,경기 과천시 경마공원대로 107,경기 과천시 주암동 685,127.015826,37.4476095,,,POI01000000B6H2PL,렛츠런파크서울,60.0,6,Y,4.0,,5.0,5.0,5.0,
2306030003,e_e000984,3,카페 여주,2023-06-03,2023-06-03,경기 여주시 강천면 강문로 703,경기 여주시 강천면 간매리 496-2,127.7191806,37.2643772,,,POI01000000CU8KXR,카페여주,60.0,4,N,2.0,,5.0,4.0,5.0,
2306030004,e_e000984,4,신세계 프리미엄 아울렛 여주,2023-06-03,2023-06-03,경기 여주시 명품로 360,경기 여주시 상거동 460,127.6121957,37.2413916,,,POI01000TR012659V,신세계프리미엄아울렛 여주,210.0,4,Y,4.0,,4.0,5.0,5.0,
2306030005,e_e000984,5,홀츠 가르텐,2023-06-03,2023-06-03,경기 여주시 강천면 이문안길 28,경기 여주시 강천면 이호리 258-2,127.6885144,37.2873761,,,POI02001TR033833V,홀츠가르텐,60.0,4,N,2.0,,4.0,4.0,4.0,
2305240003,e_e000986,2,롯데몰 수원점,2023-05-24,2023-05-24,경기 수원시 권선구 세화로 134,경기 수원시 권선구 서둔동 296-77,126.9972989,37.2639882,,,POI01000TR011500V,롯데몰 수원점,150.0,4,N,1.0,,1.0,5.0,5.0,
2305240004,e_e000986,3,롯데백화점 수원점,2023-05-24,2023-05-24,경기 수원시 권선구 세화로 134,경기 수원시 권선구 서둔동 381,126.9985232,37.2644982,,,POI01000000BG1JV2,롯데백화점 수원점,60.0,4,N,2.0,,4.0,2.0,3.0,
2305280003,e_e000987,3,시흥 프리미엄 아울렛,2023-05-28,2023-05-28,경기 시흥시 서해안로 699,경기 시흥시 배곧동 36,126.7370807,37.3797815,,,POI01000TR030683V,시흥프리미엄아울렛,150.0,4,Y,7.0,,5.0,5.0,5.0,
2305280006,e_e000987,5,오이도,2023-05-28,2023-05-28,,경기 시흥시 정왕동 1073,126.6935936,37.3429619,,,POI01000TR022547V,오이도,30.0,1,Y,4.0,,4.0,3.0,3.0,
2305270002,e_e000992,2,한국만화 박물관,2023-05-27,2023-05-27,경기 부천시 길주로 1,경기 부천시 상동 529-36,126.7421398,37.5086302,,,POI01000TR102662V,한국만화박물관,90.0,2,Y,4.0,,5.0,4.0,5.0,
2305270001,e_e000993,4,고척스카이돔,2023-05-27,2023-05-27,서울 구로구 경인로 430,서울 구로구 고척동 63-6,126.8671048,37.4982338,,,POI010000006I26YQ,고척스카이돔,180.0,3,N,1.0,,5.0,5.0,5.0,
2305270002,e_e000993,5,서울아트 책 보고,2023-05-27,2023-05-27,서울 구로구 경인로 430,서울 구로구 고척동 63-6,126.8672208,37.4991269,,,POI02001TR015197V,서울아트책보고,30.0,3,N,7.0,,5.0,5.0,5.0,
2305280001,e_e000993,8,부평공원,2023-05-28,2023-05-28,,인천 부평구 부평동 299,126.7136458,37.4888145,,,POI01000000BXW19A,부평공원,30.0,7,N,6.0,,4.0,5.0,5.0,
2305280002,e_e000993,9,롯데백화점 인천점,2023-05-28,2023-05-28,인천 미추홀구 연남로 35,인천 미추홀구 관교동 15,126.7015224,37.4424069,,,POI010000006FCXA0,롯데백화점 인천점,120.0,4,N,7.0,,5.0,5.0,5.0,
